Customer ID,Recency,Frequency,Monetary,R,F,M,RFM Score,Segment,Revenue,Orders,CLV_Estimate
C12319,25,34,7684.611,3,5,5,13,Champions,7684.611,34,11526.9165
C12320,14,7,2187.5389999999998,3,2,3,8,Potential Loyalists,2187.5389999999998,7,3281.3084999999996
C12321,22,48,10061.952,3,5,5,13,Champions,10061.952,48,15092.928
C12322,49,7,1446.899,2,2,2,6,Needs Attention,1446.899,7,2170.3485
C12323,46,9,2429.077,2,2,3,7,Potential Loyalists,2429.077,9,3643.6155000000003
C12324,18,13,3161.681,3,3,3,9,Potential Loyalists,3161.681,13,4742.5215
C12325,63,8,2102.875,2,2,3,7,Potential Loyalists,2102.875,8,3154.3125
C12326,13,13,2728.7250000000004,4,3,3,10,Loyal Customers,2728.7250000000004,13,4093.0875000000005
C12327,13,26,5382.603999999999,4,4,4,12,Loyal Customers,5382.603999999999,26,8073.905999999999
C12328,27,49,12329.528,3,5,5,13,Champions,12329.528,49,18494.292
C12329,62,9,2257.507,2,2,3,7,Potential Loyalists,2257.507,9,3386.2605000000003
C12330,62,22,4574.9045,2,4,4,10,Loyal Customers,4574.9045,22,6862.356749999999
C12331,126,16,3645.7110000000002,1,4,4,9,Potential Loyalists,3645.7110000000002,16,5468.566500000001
C12332,1,45,9226.0625,5,5,5,15,Champions,9226.0625,45,13839.09375
C12333,4,3,692.557,5,1,1,7,Potential Loyalists,692.557,3,1038.8355000000001
C12334,14,23,5171.381,3,4,4,11,Loyal Customers,5171.381,23,7757.0715
C12335,72,11,3614.3465,1,3,4,8,Potential Loyalists,3614.3465,11,5421.51975
C12336,5,32,7082.177500000001,5,5,5,15,Champions,7082.177500000001,32,10623.26625
C12337,564,1,153.87,1,1,1,3,At Risk,153.87,1,230.805
C12338,15,20,5522.446,3,4,4,11,Loyal Customers,5522.446,20,8283.669
C12339,61,7,1481.859,2,2,2,6,Needs Attention,1481.859,7,2222.7884999999997
C12340,35,3,386.654,2,1,1,4,Needs Attention,386.654,3,579.981
C12341,5,32,10758.7615,5,5,5,15,Champions,10758.7615,32,16138.14225
C12342,24,9,3550.0175,3,2,4,9,Potential Loyalists,3550.0175,9,5325.02625
C12343,9,26,7404.431,4,4,5,13,Champions,7404.431,26,11106.646499999999
C12344,14,6,711.724,3,1,1,5,Needs Attention,711.724,6,1067.586
C12345,17,3,637.3985,3,1,1,5,Needs Attention,637.3985,3,956.09775
C12346,8,35,8883.3845,4,5,5,14,Champions,8883.3845,35,13325.07675
C12347,63,7,1187.474,2,2,1,5,Needs Attention,1187.474,7,1781.2109999999998
C12348,2,33,8965.744,5,5,5,15,Champions,8965.744,33,13448.616000000002
C12349,78,8,1270.388,1,2,2,5,Needs Attention,1270.388,8,1905.5819999999999
C12350,39,2,918.342,2,1,1,4,Needs Attention,918.342,2,1377.513
C12351,7,37,9151.031500000001,4,5,5,14,Champions,9151.031500000001,37,13726.547250000001
C12352,32,4,324.029,2,1,1,4,Needs Attention,324.029,4,486.0435
C12353,54,17,4753.5995,2,4,4,10,Loyal Customers,4753.5995,17,7130.39925
C12354,13,20,5800.842,4,4,4,12,Loyal Customers,5800.842,20,8701.262999999999
C12355,119,4,574.605,1,1,1,3,At Risk,574.605,4,861.9075
C12356,50,7,1506.2694999999999,2,2,2,6,Needs Attention,1506.2694999999999,7,2259.4042499999996
C12357,8,33,7199.0154999999995,4,5,5,14,Champions,7199.0154999999995,33,10798.523249999998
C12358,5,11,2514.333,5,3,3,11,Loyal Customers,2514.333,11,3771.4995
C12359,14,41,11039.6145,3,5,5,13,Champions,11039.6145,41,16559.42175
C12360,2,11,2527.1835,5,3,3,11,Loyal Customers,2527.1835,11,3790.77525
C12361,4,12,4049.519,5,3,4,12,Loyal Customers,4049.519,12,6074.278499999999
C12362,296,2,251.7005,1,1,1,3,At Risk,251.7005,2,377.55075
C12363,28,25,4946.327,3,4,4,11,Loyal Customers,4946.327,25,7419.4905
C12364,3,28,6606.086,5,4,4,13,Champions,6606.086,28,9909.129
C12365,9,6,911.09,4,1,1,6,Needs Attention,911.09,6,1366.635
C12366,89,5,698.8215,1,1,1,3,At Risk,698.8215,5,1048.23225
C12367,1,21,5353.1405,5,4,4,13,Champions,5353.1405,21,8029.71075
C12368,1,44,11605.233,5,5,5,15,Champions,11605.233,44,17407.8495
C12369,7,7,921.5385,4,2,1,7,Potential Loyalists,921.5385,7,1382.30775
C12370,35,6,1094.301,2,1,1,4,Needs Attention,1094.301,6,1641.4515
C12371,3,8,1771.344,5,2,2,9,Potential Loyalists,1771.344,8,2657.016
C12372,15,4,922.8410000000001,3,1,1,5,Needs Attention,922.8410000000001,4,1384.2615
C12373,57,7,2236.2395,2,2,3,7,Potential Loyalists,2236.2395,7,3354.3592500000004
C12374,69,7,2364.1375,2,2,3,7,Potential Loyalists,2364.1375,7,3546.2062499999997
C12375,5,39,7606.432,5,5,5,15,Champions,7606.432,39,11409.648
C12376,7,33,6278.356,4,5,4,13,Champions,6278.356,33,9417.534
C12377,190,10,3351.975,1,3,4,8,Potential Loyalists,3351.975,10,5027.9625
C12378,1,21,5192.212,5,4,4,13,Champions,5192.212,21,7788.318000000001
C12379,30,14,5994.6395,3,4,4,11,Loyal Customers,5994.6395,14,8991.95925
C12380,183,6,1586.068,1,1,2,4,Needs Attention,1586.068,6,2379.102
C12381,9,4,1065.446,4,1,1,6,Needs Attention,1065.446,4,1598.1689999999999
C12382,12,40,9913.1465,4,5,5,14,Champions,9913.1465,40,14869.71975
C12383,47,7,935.296,2,2,1,5,Needs Attention,935.296,7,1402.944
C12384,9,28,8163.748,4,4,5,13,Champions,8163.748,28,12245.622
C12385,72,6,1336.626,1,1,2,4,Needs Attention,1336.626,6,2004.9389999999999
C12386,135,5,2209.306,1,1,3,5,Needs Attention,2209.306,5,3313.959
C12387,52,33,11176.289,2,5,5,12,Loyal Customers,11176.289,33,16764.4335
C12388,218,1,86.24,1,1,1,3,At Risk,86.24,1,129.35999999999999
C12389,43,28,6214.3055,2,4,4,10,Loyal Customers,6214.3055,28,9321.45825
C12390,29,9,1966.431,3,2,2,7,Potential Loyalists,1966.431,9,2949.6465
C12391,194,6,1800.764,1,1,2,4,Needs Attention,1800.764,6,2701.1459999999997
C12392,90,4,1608.307,1,1,2,4,Needs Attention,1608.307,4,2412.4605
C12393,96,4,937.7139999999999,1,1,1,3,At Risk,937.7139999999999,4,1406.571
C12394,1,23,5261.6900000000005,5,4,4,13,Champions,5261.6900000000005,23,7892.535000000001
C12395,1,17,4693.217,5,4,4,13,Champions,4693.217,17,7039.825499999999
C12396,9,18,3324.8165,4,4,4,12,Loyal Customers,3324.8165,18,4987.224749999999
C12397,37,1,36.269999999999996,2,1,1,4,Needs Attention,36.269999999999996,1,54.404999999999994
C12398,7,9,2003.9035000000001,4,2,2,8,Potential Loyalists,2003.9035000000001,9,3005.85525
C12399,385,3,302.2385,1,1,1,3,At Risk,302.2385,3,453.35775
C12400,20,14,3960.9795,3,4,4,11,Loyal Customers,3960.9795,14,5941.46925
C12401,90,11,2985.2035,1,3,3,7,Potential Loyalists,2985.2035,11,4477.80525
C12402,43,6,2508.5855,2,1,3,6,Needs Attention,2508.5855,6,3762.87825
C12403,61,5,1155.0185000000001,2,1,1,4,Needs Attention,1155.0185000000001,5,1732.5277500000002
C12404,24,6,1378.43,3,1,2,6,Needs Attention,1378.43,6,2067.645
C12405,8,6,966.183,4,1,1,6,Needs Attention,966.183,6,1449.2745
C12406,222,4,1170.182,1,1,1,3,At Risk,1170.182,4,1755.2730000000001
C12407,61,37,8747.5795,2,5,5,12,Loyal Customers,8747.5795,37,13121.36925
C12408,163,3,427.17749999999995,1,1,1,3,At Risk,427.17749999999995,3,640.7662499999999
C12409,103,9,1293.073,1,2,2,5,Needs Attention,1293.073,9,1939.6095
C12410,26,32,7299.049,3,5,5,13,Champions,7299.049,32,10948.5735
C12411,86,5,1796.627,1,1,2,4,Needs Attention,1796.627,5,2694.9404999999997
C12412,7,14,2518.5985,4,4,3,11,Loyal Customers,2518.5985,14,3777.89775
C12413,85,7,1023.7375000000001,1,2,1,4,Needs Attention,1023.7375000000001,7,1535.60625
C12414,35,8,2160.7715000000003,2,2,3,7,Potential Loyalists,2160.7715000000003,8,3241.15725
C12415,28,27,5364.871,3,4,4,11,Loyal Customers,5364.871,27,8047.306500000001
C12416,1,40,7574.2925000000005,5,5,5,15,Champions,7574.2925000000005,40,11361.438750000001
C12417,4,25,4289.5395,5,4,4,13,Champions,4289.5395,25,6434.30925
C12418,18,14,3246.737,3,4,3,10,Loyal Customers,3246.737,14,4870.1055
C12419,49,11,2838.004,2,3,3,8,Potential Loyalists,2838.004,11,4257.005999999999
C12420,4,51,12909.932,5,5,5,15,Champions,12909.932,51,19364.898
C12421,141,4,897.754,1,1,1,3,At Risk,897.754,4,1346.631
C12422,206,7,1499.399,1,2,2,5,Needs Attention,1499.399,7,2249.0985
C12423,16,13,2772.8665,3,3,3,9,Potential Loyalists,2772.8665,13,4159.29975
C12424,16,10,2085.978,3,3,3,9,Potential Loyalists,2085.978,10,3128.967
C12425,119,9,2887.061,1,2,3,6,Needs Attention,2887.061,9,4330.5915
C12426,26,4,357.573,3,1,1,5,Needs Attention,357.573,4,536.3595
C12427,39,10,1444.0674999999999,2,3,2,7,Potential Loyalists,1444.0674999999999,10,2166.1012499999997
C12428,1,40,9820.1055,5,5,5,15,Champions,9820.1055,40,14730.15825
C12429,56,7,3402.913,2,2,4,8,Potential Loyalists,3402.913,7,5104.3695
C12430,92,9,1474.435,1,2,2,5,Needs Attention,1474.435,9,2211.6525
C12431,40,6,2057.9055,2,1,2,5,Needs Attention,2057.9055,6,3086.8582499999998
C12432,17,2,202.89600000000002,3,1,1,5,Needs Attention,202.89600000000002,2,304.34400000000005
C12433,6,13,4515.516,4,3,4,11,Loyal Customers,4515.516,13,6773.273999999999
C12434,2,31,7835.984,5,5,5,15,Champions,7835.984,31,11753.976
C12435,9,21,3719.3735,4,4,4,12,Loyal Customers,3719.3735,21,5579.06025
C12436,29,10,3201.118,3,3,3,9,Potential Loyalists,3201.118,10,4801.677
C12437,201,4,433.31600000000003,1,1,1,3,At Risk,433.31600000000003,4,649.974
C12438,5,8,1432.85,5,2,2,9,Potential Loyalists,1432.85,8,2149.2749999999996
C12439,75,7,1087.938,1,2,1,4,Needs Attention,1087.938,7,1631.9070000000002
C12440,5,14,2167.873,5,4,3,12,Loyal Customers,2167.873,14,3251.8095000000003
C12441,5,27,9413.9035,5,4,5,14,Champions,9413.9035,27,14120.85525
C12442,46,8,813.6965,2,2,1,5,Needs Attention,813.6965,8,1220.54475
C12443,24,18,5371.0435,3,4,4,11,Loyal Customers,5371.0435,18,8056.56525
C12444,11,4,954.1405,4,1,1,6,Needs Attention,954.1405,4,1431.21075
C12445,3,35,8982.639500000001,5,5,5,15,Champions,8982.639500000001,35,13473.959250000002
C12446,42,8,1378.9125,2,2,2,6,Needs Attention,1378.9125,8,2068.3687499999996
C12447,54,4,1077.524,2,1,1,4,Needs Attention,1077.524,4,1616.2859999999998
C12448,45,13,2790.591,2,3,3,8,Potential Loyalists,2790.591,13,4185.8865
C12449,7,36,8912.552,4,5,5,14,Champions,8912.552,36,13368.828
C12450,2,16,3976.412,5,4,4,13,Champions,3976.412,16,5964.6179999999995
C12451,92,5,986.87,1,1,1,3,At Risk,986.87,5,1480.305
C12452,1,3,672.9280000000001,5,1,1,7,Potential Loyalists,672.9280000000001,3,1009.3920000000002
C12453,35,12,3775.7565,2,3,4,9,Potential Loyalists,3775.7565,12,5663.63475
C12454,7,62,12684.5305,4,5,5,14,Champions,12684.5305,62,19026.79575
C12455,50,5,2267.7835,2,1,3,6,Needs Attention,2267.7835,5,3401.6752500000002
C12456,2,28,7080.6505,5,4,5,14,Champions,7080.6505,28,10620.97575
C12457,11,20,4151.1065,4,4,4,12,Loyal Customers,4151.1065,20,6226.65975
C12458,29,13,2636.584,3,3,3,9,Potential Loyalists,2636.584,13,3954.8759999999997
C12459,4,34,6277.0135,5,5,4,14,Champions,6277.0135,34,9415.52025
C12460,25,27,7218.255,3,4,5,12,Loyal Customers,7218.255,27,10827.3825
C12461,13,4,1010.6875,4,1,1,6,Needs Attention,1010.6875,4,1516.03125
C12462,216,2,145.684,1,1,1,3,At Risk,145.684,2,218.526
C12463,14,34,8283.4825,3,5,5,13,Champions,8283.4825,34,12425.223750000001
C12464,41,3,1248.378,2,1,2,5,Needs Attention,1248.378,3,1872.567
C12465,48,7,847.4925000000001,2,2,1,5,Needs Attention,847.4925000000001,7,1271.23875
C12466,2,9,2744.17,5,2,3,10,Loyal Customers,2744.17,9,4116.255
C12467,8,6,1858.589,4,1,2,7,Potential Loyalists,1858.589,6,2787.8835
C12468,48,6,1318.9795,2,1,2,5,Needs Attention,1318.9795,6,1978.4692499999999
C12469,3,34,7878.352,5,5,5,15,Champions,7878.352,34,11817.528
C12470,15,6,1286.2515,3,1,2,6,Needs Attention,1286.2515,6,1929.37725
C12471,96,7,2074.145,1,2,3,6,Needs Attention,2074.145,7,3111.2174999999997
C12472,3,21,3929.3019999999997,5,4,4,13,Champions,3929.3019999999997,21,5893.9529999999995
C12473,13,5,923.31,4,1,1,6,Needs Attention,923.31,5,1384.965
C12474,13,4,625.718,4,1,1,6,Needs Attention,625.718,4,938.577
C12475,50,9,2202.707,2,2,3,7,Potential Loyalists,2202.707,9,3304.0604999999996
C12476,139,3,467.78200000000004,1,1,1,3,At Risk,467.78200000000004,3,701.673
C12477,11,12,3704.3035,4,3,4,11,Loyal Customers,3704.3035,12,5556.45525
C12478,9,3,1530.269,4,1,2,7,Potential Loyalists,1530.269,3,2295.4035
C12479,139,10,2669.4745,1,3,3,7,Potential Loyalists,2669.4745,10,4004.2117499999995
C12480,42,6,1399.5085,2,1,2,5,Needs Attention,1399.5085,6,2099.26275
C12481,28,11,3455.5725,3,3,4,10,Loyal Customers,3455.5725,11,5183.35875
C12482,39,11,2117.3695,2,3,3,8,Potential Loyalists,2117.3695,11,3176.0542499999997
C12483,154,6,742.7445,1,1,1,3,At Risk,742.7445,6,1114.1167500000001
C12484,45,3,479.51599999999996,2,1,1,4,Needs Attention,479.51599999999996,3,719.2739999999999
C12485,6,34,7863.9715,4,5,5,14,Champions,7863.9715,34,11795.95725
C12486,50,9,1550.227,2,2,2,6,Needs Attention,1550.227,9,2325.3405000000002
C12487,3,12,3117.907,5,3,3,11,Loyal Customers,3117.907,12,4676.860500000001
C12488,11,13,2257.3065,4,3,3,10,Loyal Customers,2257.3065,13,3385.95975
C12489,42,31,9409.0565,2,5,5,12,Loyal Customers,9409.0565,31,14113.584750000002
C12490,115,8,1781.766,1,2,2,5,Needs Attention,1781.766,8,2672.6490000000003
C12491,22,11,2302.51,3,3,3,9,Potential Loyalists,2302.51,11,3453.7650000000003
C12492,59,6,1399.1765,2,1,2,5,Needs Attention,1399.1765,6,2098.7647500000003
C12493,40,3,518.462,2,1,1,4,Needs Attention,518.462,3,777.693
C12494,60,9,1300.866,2,2,2,6,Needs Attention,1300.866,9,1951.299
C12495,13,3,1400.5405,4,1,2,7,Potential Loyalists,1400.5405,3,2100.81075
C12496,1,6,1936.1480000000001,5,1,2,8,Potential Loyalists,1936.1480000000001,6,2904.222
C12497,9,6,1071.9789999999998,4,1,1,6,Needs Attention,1071.9789999999998,6,1607.9684999999997
C12498,43,6,1016.292,2,1,1,4,Needs Attention,1016.292,6,1524.438
C12499,25,31,9030.5785,3,5,5,13,Champions,9030.5785,31,13545.86775
C12500,128,3,687.1344999999999,1,1,1,3,At Risk,687.1344999999999,3,1030.7017499999997
C12501,17,27,4897.6655,3,4,4,11,Loyal Customers,4897.6655,27,7346.498250000001
C12502,154,2,375.87,1,1,1,3,At Risk,375.87,2,563.8050000000001
C12503,59,7,1993.98,2,2,2,6,Needs Attention,1993.98,7,2990.9700000000003
C12504,7,5,1747.158,4,1,2,7,Potential Loyalists,1747.158,5,2620.737
C12505,6,13,2608.439,4,3,3,10,Loyal Customers,2608.439,13,3912.6584999999995
C12506,20,9,2467.5600000000004,3,2,3,8,Potential Loyalists,2467.5600000000004,9,3701.3400000000006
C12507,14,48,10390.243,3,5,5,13,Champions,10390.243,48,15585.3645
C12508,9,1,16.6,4,1,1,6,Needs Attention,16.6,1,24.900000000000002
C12509,8,35,7552.441,4,5,5,14,Champions,7552.441,35,11328.6615
C12510,21,60,12743.1555,3,5,5,13,Champions,12743.1555,60,19114.73325
C12511,21,31,11098.193,3,5,5,13,Champions,11098.193,31,16647.2895
C12512,104,3,1033.944,1,1,1,3,At Risk,1033.944,3,1550.916
C12513,100,5,1427.409,1,1,2,4,Needs Attention,1427.409,5,2141.1135000000004
C12514,37,30,5993.201,2,5,4,11,Loyal Customers,5993.201,30,8989.8015
C12515,72,6,1251.6399999999999,1,1,2,4,Needs Attention,1251.6399999999999,6,1877.4599999999998
C12516,8,7,1197.625,4,2,1,7,Potential Loyalists,1197.625,7,1796.4375
C12517,188,4,1202.4569999999999,1,1,1,3,At Risk,1202.4569999999999,4,1803.6854999999998
C12518,42,53,8360.911,2,5,5,12,Loyal Customers,8360.911,53,12541.3665
C12519,18,8,980.575,3,2,1,6,Needs Attention,980.575,8,1470.8625000000002
C12520,2,26,5156.7699999999995,5,4,4,13,Champions,5156.7699999999995,26,7735.154999999999
C12521,295,3,680.259,1,1,1,3,At Risk,680.259,3,1020.3885
C12522,19,16,3274.5825,3,4,4,11,Loyal Customers,3274.5825,16,4911.87375
C12523,11,10,2531.0429999999997,4,3,3,10,Loyal Customers,2531.0429999999997,10,3796.5644999999995
C12524,283,1,196.26,1,1,1,3,At Risk,196.26,1,294.39
C12525,38,8,2582.7625,2,2,3,7,Potential Loyalists,2582.7625,8,3874.1437499999997
C12526,8,24,6099.0795,4,4,4,12,Loyal Customers,6099.0795,24,9148.61925
C12527,5,29,6284.936000000001,5,5,4,14,Champions,6284.936000000001,29,9427.404
C12528,18,10,4115.203,3,3,4,10,Loyal Customers,4115.203,10,6172.8045
C12529,69,3,1336.4595000000002,2,1,2,5,Needs Attention,1336.4595000000002,3,2004.6892500000004
C12530,19,9,1673.6115,3,2,2,7,Potential Loyalists,1673.6115,9,2510.41725
C12531,3,45,12504.5655,5,5,5,15,Champions,12504.5655,45,18756.848250000003
C12532,1,21,4983.63,5,4,4,13,Champions,4983.63,21,7475.445
C12533,59,6,1289.1465,2,1,2,5,Needs Attention,1289.1465,6,1933.7197500000002
C12534,12,30,5830.85,4,5,4,13,Champions,5830.85,30,8746.275000000001
C12535,3,39,8166.9335,5,5,5,15,Champions,8166.9335,39,12250.40025
C12536,4,20,4402.805,5,4,4,13,Champions,4402.805,20,6604.2075
C12537,152,6,782.9060000000001,1,1,1,3,At Risk,782.9060000000001,6,1174.3590000000002
C12538,7,24,7118.367,4,4,5,13,Champions,7118.367,24,10677.550500000001
C12539,18,51,12517.4235,3,5,5,13,Champions,12517.4235,51,18776.13525
C12540,42,5,732.2895,2,1,1,4,Needs Attention,732.2895,5,1098.43425
C12541,81,11,3067.0925,1,3,3,7,Potential Loyalists,3067.0925,11,4600.63875
C12542,4,32,8806.296,5,5,5,15,Champions,8806.296,32,13209.444
C12543,12,7,2384.9475,4,2,3,9,Potential Loyalists,2384.9475,7,3577.4212500000003
C12544,10,17,4575.7225,4,4,4,12,Loyal Customers,4575.7225,17,6863.58375
C12545,1,21,4207.06,5,4,4,13,Champions,4207.06,21,6310.59
C12546,31,10,1977.5935,2,3,2,7,Potential Loyalists,1977.5935,10,2966.39025
C12547,73,10,1451.365,1,3,2,6,Needs Attention,1451.365,10,2177.0475
C12548,28,38,10632.709,3,5,5,13,Champions,10632.709,38,15949.0635
C12549,74,13,3114.4269999999997,1,3,3,7,Potential Loyalists,3114.4269999999997,13,4671.6404999999995
C12550,11,19,5094.218,4,4,4,12,Loyal Customers,5094.218,19,7641.326999999999
C12551,32,42,9233.3045,2,5,5,12,Loyal Customers,9233.3045,42,13849.956750000001
C12552,3,35,7713.902,5,5,5,15,Champions,7713.902,35,11570.853
C12553,39,3,1327.6519999999998,2,1,2,5,Needs Attention,1327.6519999999998,3,1991.4779999999996
C12554,85,8,1391.7455,1,2,2,5,Needs Attention,1391.7455,8,2087.61825
C12555,3,8,2585.688,5,2,3,10,Loyal Customers,2585.688,8,3878.532
C12556,37,6,869.8885,2,1,1,4,Needs Attention,869.8885,6,1304.83275
C12557,16,27,5407.544,3,4,4,11,Loyal Customers,5407.544,27,8111.316
C12558,426,4,966.3,1,1,1,3,At Risk,966.3,4,1449.4499999999998
C12559,38,7,1338.1000000000001,2,2,2,6,Needs Attention,1338.1000000000001,7,2007.15
C12560,251,6,1077.948,1,1,1,3,At Risk,1077.948,6,1616.922
C12561,16,35,11800.7545,3,5,5,13,Champions,11800.7545,35,17701.13175
C12562,278,2,91.4625,1,1,1,3,At Risk,91.4625,2,137.19375000000002
C12563,117,4,718.861,1,1,1,3,At Risk,718.861,4,1078.2915
C12564,149,10,1722.858,1,3,2,6,Needs Attention,1722.858,10,2584.287
C12565,189,7,1190.6775,1,2,1,4,Needs Attention,1190.6775,7,1786.0162500000001
C12566,51,19,3276.903,2,4,4,10,Loyal Customers,3276.903,19,4915.3544999999995
C12567,30,5,1964.1005,3,1,2,6,Needs Attention,1964.1005,5,2946.15075
C12568,27,38,10456.7405,3,5,5,13,Champions,10456.7405,38,15685.11075
C12569,7,9,2041.2005,4,2,2,8,Potential Loyalists,2041.2005,9,3061.80075
C12570,3,12,2859.998,5,3,3,11,Loyal Customers,2859.998,12,4289.997
C12571,7,38,9007.0885,4,5,5,14,Champions,9007.0885,38,13510.63275
C12572,35,34,10867.4885,2,5,5,12,Loyal Customers,10867.4885,34,16301.23275
C12573,8,8,2298.485,4,2,3,9,Potential Loyalists,2298.485,8,3447.7275
C12574,40,3,1143.3200000000002,2,1,1,4,Needs Attention,1143.3200000000002,3,1714.9800000000002
C12575,127,16,5205.433,1,4,4,9,Potential Loyalists,5205.433,16,7808.1494999999995
C12576,41,19,4569.232,2,4,4,10,Loyal Customers,4569.232,19,6853.848
C12577,187,17,4765.319,1,4,4,9,Potential Loyalists,4765.319,17,7147.978500000001
C12578,16,15,4572.2865,3,4,4,11,Loyal Customers,4572.2865,15,6858.42975
C12579,6,11,2962.61,4,3,3,10,Loyal Customers,2962.61,11,4443.915
C12580,8,21,4644.599,4,4,4,12,Loyal Customers,4644.599,21,6966.8985
C12581,15,9,2179.514,3,2,3,8,Potential Loyalists,2179.514,9,3269.271
C12582,70,6,2383.954,1,1,3,5,Needs Attention,2383.954,6,3575.9310000000005
C12583,33,4,1030.0620000000001,2,1,1,4,Needs Attention,1030.0620000000001,4,1545.0930000000003
C12584,2,68,20387.65,5,5,5,15,Champions,20387.65,68,30581.475000000002
C12585,47,33,9368.8095,2,5,5,12,Loyal Customers,9368.8095,33,14053.214249999999
C12586,4,14,3963.583,5,4,4,13,Champions,3963.583,14,5945.3745
C12587,17,6,1743.056,3,1,2,6,Needs Attention,1743.056,6,2614.584
C12588,109,4,557.6205,1,1,1,3,At Risk,557.6205,4,836.43075
C12589,2,38,10035.1645,5,5,5,15,Champions,10035.1645,38,15052.746750000002
C12590,2,31,6504.3885,5,5,4,14,Champions,6504.3885,31,9756.58275
C12591,85,7,1091.4695,1,2,1,4,Needs Attention,1091.4695,7,1637.2042499999998
C12592,2,12,2075.2070000000003,5,3,3,11,Loyal Customers,2075.2070000000003,12,3112.8105000000005
C12593,160,2,493.16200000000003,1,1,1,3,At Risk,493.16200000000003,2,739.743
C12594,50,29,10827.6095,2,5,5,12,Loyal Customers,10827.6095,29,16241.414250000002
C12595,5,9,1434.773,5,2,2,9,Potential Loyalists,1434.773,9,2152.1594999999998
C12596,17,36,9354.4485,3,5,5,13,Champions,9354.4485,36,14031.672750000002
C12597,3,46,14631.6355,5,5,5,15,Champions,14631.6355,46,21947.45325
C12598,7,29,7148.182,4,5,5,14,Champions,7148.182,29,10722.273
C12599,184,3,748.6514999999999,1,1,1,3,At Risk,748.6514999999999,3,1122.97725
C12600,6,4,1087.951,4,1,1,6,Needs Attention,1087.951,4,1631.9265
C12601,3,30,8177.0425,5,5,5,15,Champions,8177.0425,30,12265.56375
C12602,56,21,5514.612,2,4,4,10,Loyal Customers,5514.612,21,8271.918
C12603,16,36,8041.3595000000005,3,5,5,13,Champions,8041.3595000000005,36,12062.039250000002
C12604,6,8,1830.7105000000001,4,2,2,8,Potential Loyalists,1830.7105000000001,8,2746.06575
C12605,8,33,11798.041,4,5,5,14,Champions,11798.041,33,17697.0615
C12606,1,12,3118.878,5,3,3,11,Loyal Customers,3118.878,12,4678.317
C12607,30,3,466.477,3,1,1,5,Needs Attention,466.477,3,699.7155
C12608,60,19,6099.484,2,4,4,10,Loyal Customers,6099.484,19,9149.226
C12609,7,13,3643.7845,4,3,4,11,Loyal Customers,3643.7845,13,5465.6767500000005
C12610,66,19,4744.952,2,4,4,10,Loyal Customers,4744.952,19,7117.428
C12611,144,13,4016.612,1,3,4,8,Potential Loyalists,4016.612,13,6024.918
C12612,57,16,3472.4745000000003,2,4,4,10,Loyal Customers,3472.4745000000003,16,5208.71175
C12613,25,10,3192.376,3,3,3,9,Potential Loyalists,3192.376,10,4788.564
C12614,22,16,3671.2485,3,4,4,11,Loyal Customers,3671.2485,16,5506.87275
C12615,26,10,2645.6769999999997,3,3,3,9,Potential Loyalists,2645.6769999999997,10,3968.5154999999995
C12616,113,4,1392.7920000000001,1,1,2,4,Needs Attention,1392.7920000000001,4,2089.188
C12617,42,9,2940.2815,2,2,3,7,Potential Loyalists,2940.2815,9,4410.42225
C12618,13,27,9695.331,4,4,5,13,Champions,9695.331,27,14542.996500000001
C12619,9,25,6185.442,4,4,4,12,Loyal Customers,6185.442,25,9278.163
C12620,30,11,2792.1115,3,3,3,9,Potential Loyalists,2792.1115,11,4188.16725
C12621,15,13,2271.302,3,3,3,9,Potential Loyalists,2271.302,13,3406.9530000000004
C12622,90,11,2615.5550000000003,1,3,3,7,Potential Loyalists,2615.5550000000003,11,3923.3325000000004
C12623,173,3,523.3340000000001,1,1,1,3,At Risk,523.3340000000001,3,785.0010000000001
C12624,402,2,391.96899999999994,1,1,1,3,At Risk,391.96899999999994,2,587.9534999999998
C12625,1,42,8903.4345,5,5,5,15,Champions,8903.4345,42,13355.151749999999
C12626,86,3,326.2215,1,1,1,3,At Risk,326.2215,3,489.33225
C12627,82,9,1648.501,1,2,2,5,Needs Attention,1648.501,9,2472.7515
C12628,288,7,1716.8345,1,2,2,5,Needs Attention,1716.8345,7,2575.25175
C12629,53,3,1996.359,2,1,2,5,Needs Attention,1996.359,3,2994.5384999999997
C12630,24,29,8439.7065,3,5,5,13,Champions,8439.7065,29,12659.55975
C12631,56,28,8724.7395,2,4,5,11,Loyal Customers,8724.7395,28,13087.10925
C12632,24,25,5916.231,3,4,4,11,Loyal Customers,5916.231,25,8874.3465
C12633,25,10,1775.9365,3,3,2,8,Potential Loyalists,1775.9365,10,2663.90475
C12634,40,7,2061.6974999999998,2,2,3,7,Potential Loyalists,2061.6974999999998,7,3092.5462499999994
C12635,24,6,1991.9135,3,1,2,6,Needs Attention,1991.9135,6,2987.87025
C12636,7,9,2188.2325,4,2,3,9,Potential Loyalists,2188.2325,9,3282.34875
C12637,18,39,8780.519,3,5,5,13,Champions,8780.519,39,13170.7785
C12638,5,27,7476.0845,5,4,5,14,Champions,7476.0845,27,11214.12675
C12639,48,37,7628.9035,2,5,5,12,Loyal Customers,7628.9035,37,11443.35525
C12640,11,9,1945.822,4,2,2,8,Potential Loyalists,1945.822,9,2918.7329999999997
C12641,108,10,2234.125,1,3,3,7,Potential Loyalists,2234.125,10,3351.1875
